name,year_of_release,developer,worldwide_sales,critic_score,user_score,critic_count,user_count
Pokemon Ranger: Guardian Signs,2010,Creatures Inc.,1.29,68.0,8.2,25.0,25.0
Pokemon Ranger: Shadows of Almia,2008,"HAL Labs, Creatures Inc.",2.27,68.0,8.2,24.0,27.0
Pokemon Rumble Blast,2011,Ambrella,1.1500000000000001,56.0,7.1,36.0,50.0
Pokemon Rumble World,2015,"Ambrella, The Pokemon Company",0.09,58.0,6.4,16.0,69.0
Pokemon Super Mystery Dungeon,2015,"Spike Chunsoft Co. Ltd., Spike Chunsoft",1.25,69.0,8.8,44.0,190.0
Pokemon XD: Gale of Darkness,2005,Genius Sonority Inc.,1.24,64.0,8.3,27.0,74.0
Pokken Tournament,2016,Bandai Namco Games,1.01,76.0,8.0,74.0,273.0
PokéPark Wii: Pikachu's Adventure,2009,Creatures Inc.,1.1700000000000002,62.0,7.2,22.0,36.0
Pokémon Colosseum,2003,Genius Sonority Inc.,2.5499999999999994,73.0,8.0,37.0,89.0
Pokémon Emerald Version,2004,Game Freak,6.420000000000001,76.0,9.0,28.0,222.0
Pokémon Mystery Dungeon: Blue Rescue Team,2005,ChunSoft,2.02,62.0,8.1,34.0,97.0
Pokémon Platinum Version,2008,Game Freak,7.71,83.0,8.5,46.0,203.0
Polarium,2004,Mitchell,0.26,73.0,8.4,34.0,17.0
Pony Friends,2007,Tantalus Interactive,0.05,67.0,6.6,8.0,12.0
Pool Hall Pro,2009,Icon Games,0.04,62.0,5.3,5.0,4.0
Pool Party,2007,SouthPeak Games,0.04,32.0,0.7,13.0,6.0
Popeye: Rush for Spinach,2005,Magic Pockets,0.03,48.0,4.2,9.0,5.0
Port Royale 2,2004,Ascaron Entertainment GmbH,0.04,75.0,7.7,20.0,40.0
Portal 2,2011,Valve Software,4.52,95.0,8.566666666666668,172.0,7933.0
Portal Runner,2001,3DO,0.13,53.0,6.7,18.0,6.0
Post Mortem,2003,Microids,0.01,71.0,8.0,25.0,28.0
Power Gig: Rise of the SixString,2010,Seven45 Studios,0.26,36.0,1.3,30.0,21.0
Power Rangers: Dino Thunder,2004,Pacific Coast Power & Light,0.71,49.0,6.2,6.0,5.0
Power Rangers: Ninja Storm,2003,Natsume,0.33999999999999997,55.0,7.8,4.0,6.0
Power Rangers: Wild Force,2002,Natsume,0.2,55.0,6.9,4.0,8.0
Power Stone Collection,2006,Capcom,0.09,74.0,6.8,34.0,6.0
PowerUp Heroes,2011,Ubisoft,0.30000000000000004,61.0,7.5,13.0,10.0
Powerdrome,2004,Argonaut Games,0.01,69.0,7.0,12.0,9.0
Praetorians,2003,Pyro Studios,0.04,78.0,8.2,23.0,38.0
Predator: Concrete Jungle,2005,Eurocom Entertainment Software,0.29000000000000004,46.5,8.4,31.0,86.0
Prey,2006,Venom Games,0.33000000000000007,79.0,7.3,80.0,117.0
Pride FC: Fighting Championships,2003,Anchor,0.3,73.0,8.6,19.0,7.0
Primal,2003,SCEE,0.44,73.0,8.6,36.0,53.0
Prince of Persia,2008,Ubisoft Montreal,2.0700000000000003,83.0,7.15,132.0,434.0
Prince of Persia: Rival Swords,2007,"Pipeworks Software, Inc.",0.39,72.0,7.949999999999999,46.0,40.0
Prince of Persia: The Fallen King,2008,Ubisoft,0.06,64.0,6.0,24.0,9.0
Prince of Persia: The Forgotten Sands,2010,Ubisoft Casablanca,2.1,70.5,7.3,175.0,501.0
Prince of Persia: The Sands of Time,2003,Ubisoft,3.6300000000000003,87.75,8.45,143.0,322.0
Prince of Persia: The Two Thrones,2005,Ubisoft,1.4,84.66666666666667,8.333333333333334,126.0,161.0
Prince of Persia: Warrior Within,2004,Ubisoft,2.64,83.0,8.200000000000001,137.0,175.0
Princess Debut,2008,Cave,0.11,71.0,7.4,6.0,7.0
Prinny: Can I Really Be the Hero?,2008,Nippon Ichi Software,0.09,72.0,7.0,45.0,41.0
Prison Architect,2016,"Introversion, Double Eleven",0.03,80.0,8.0,18.0,19.0
Prison Break: The Conspiracy,2010,ZootFly,0.44999999999999996,41.0,4.25,70.0,39.0
Pro Evolution Soccer 2008,2007,Konami,8.46,79.0,7.4,94.0,175.0
Pro Evolution Soccer 2010,2009,Konami,4.41,77.6,6.840000000000001,106.0,176.0
Pro Evolution Soccer 2011 3D,2011,Konami,0.37,73.0,6.7,43.0,18.0
Pro Evolution Soccer 2012,2011,Konami,3.4600000000000004,77.75,6.625,90.0,207.0
Pro Evolution Soccer 2013,2012,Konami,1.9300000000000002,81.33333333333333,6.833333333333333,78.0,405.0
Pro Evolution Soccer 2014,2013,Konami,1.3,77.33333333333333,4.266666666666667,71.0,655.0
Pro Evolution Soccer 2015,2014,Konami,0.89,80.5,7.25,65.0,451.0
Pro Evolution Soccer 2016,2015,Konami,0.93,82.66666666666667,5.866666666666667,80.0,1110.0
Pro Evolution Soccer 2017,2016,Konami,0.51,80.33333333333333,5.8,82.0,699.0
Pro Fishing Challenge,2004,Opus,0.02,62.0,9.1,11.0,9.0
Pro Race Driver,2002,Codemasters,0.3,80.5,8.0,39.0,24.0
Professor Heinz Wolff's Gravity,2008,Deep Silver,0.18,63.0,7.7,12.0,7.0
Professor Layton and the Azran Legacy,2013,Level 5,0.76,81.0,7.9,58.0,86.0
Professor Layton and the Curious Village,2007,Level 5,5.1899999999999995,85.0,8.6,72.0,147.0
Professor Layton and the Diabolical Box,2007,Level 5,3.95,84.0,8.8,65.0,72.0
Professor Layton and the Last Specter,2009,Level 5,2.67,83.0,8.7,58.0,52.0
Professor Layton and the Unwound Future,2008,Level 5,3.26,86.0,9.2,62.0,111.0
Professor Layton vs Phoenix Wright: Ace Attorney,2012,Level 5,0.8,79.0,8.5,69.0,99.0
Project CARS,2015,Slightly Mad Studios,1.4699999999999998,82.33333333333333,6.5,101.0,916.0
Project Eden,2001,Core Design Ltd.,0.08,71.0,7.8,20.0,8.0
Project Gotham Racing,2001,Bizarre Creations,2.1199999999999997,85.0,8.2,35.0,28.0
Project Spark,2014,Microsoft Game Studios,0.18,73.0,7.0,26.0,151.0
Project Sylpheed: Arc of Deception,2006,"Game Arts, Seta Corporation",0.16,64.0,8.6,45.0,24.0
Project X Zone,2012,"Monolith Soft, Banpresto",0.39,70.0,7.3,53.0,146.0
Project: Snowblind,2005,Crystal Dynamics,0.31,78.5,7.65,98.0,33.0
Prototype: Biohazard Bundle,2016,Radical Entertainment,0.02,52.0,2.55,8.0,67.0
Pryzm Chapter One: The Dark Unicorn,2002,Digital Illusions,0.13,59.0,5.2,8.0,6.0
Psi-Ops: The Mindgate Conspiracy,2004,Midway,0.47,84.0,8.4,101.0,45.0
Psycho-Pass: Mandatory Happiness,2016,5pb,0.06,68.0,7.800000000000001,37.0,29.0
Psychonauts,2005,BudCat,0.21999999999999997,87.0,8.85,87.0,132.0
Puchi Puchi Virus,2007,Jaleco Entertainment,0.08,73.0,4.2,17.0,5.0
Pulse Racer,2003,Jaleco Entertainment,0.01,24.0,2.8,7.0,17.0
Pump It Up: Exceed,2005,Andamiro U.S.A. Corp.,0.07,73.5,7.95,37.0,15.0
Puppeteer,2013,SCE Japan Studio,0.25,80.0,8.5,75.0,236.0
Pure,2008,Black Rock Studio,3.36,84.0,7.75,98.0,113.0
Pure Futbol,2010,Ubisoft Vancouver,0.41000000000000003,42.0,7.7,32.0,59.0
Pure Pinball,2004,Iridon Interactive AB,0.04,68.0,8.5,11.0,6.0
Purr Pals,2007,Brain Toys,0.55,67.0,6.8,4.0,6.0
Pursuit Force,2005,Bigbig Studios,0.16000000000000003,75.0,7.8,59.0,26.0
Pursuit Force: Extreme Justice,2007,Bigbig Studios,0.16,73.0,7.6,44.0,11.0
Puss in Boots,2011,THQ,0.09,70.0,7.0,4.0,4.0
Putty Squad,2013,System 3,0.16,38.0,2.9,8.0,52.0
Puzzle Kingdoms,2009,Infinite Interactive,0.13,64.0,6.3,12.0,4.0
Puzzle Quest 2,2010,Infinite Interactive,0.11,74.0,5.8,27.0,11.0
Puzzle Quest: Challenge of the Warlords,2007,1st Playable Productions,0.7500000000000001,78.75,7.475,101.0,62.0
Puzzle Quest: Galactrix,2009,Infinite Interactive,0.15000000000000002,75.0,6.7,33.0,6.0
Puzzle de Harvest Moon,2007,Platinum Egg,0.13,41.0,6.3,5.0,4.0
Quake 4,2005,Raven Software,0.39,78.0,7.15,114.0,361.0
Quake III: Revolution,2001,Bullfrog Productions,0.21,84.0,7.2,18.0,11.0
Quantum Break,2016,Remedy Entertainment,0.5700000000000001,71.5,5.55,120.0,2198.0
Quantum Redshift,2002,Curly Monsters,0.12,70.0,8.1,21.0,15.0
Quantum Theory,2010,Tecmo,0.28,40.0,4.45,73.0,52.0
R-Type Command,2007,Irem,0.07,69.0,6.5,29.0,6.0
R-Type Final,2003,Irem,0.18,79.0,9.1,50.0,21.0
R.U.S.E.,2010,Eugen Systems,1.02,76.66666666666667,7.466666666666666,115.0,264.0
R: Racing Evolution,2003,Namco,0.29,66.0,6.2,35.0,5.0
RACE On,2009,SimBin,0.04,73.0,8.2,14.0,20.0
RC Revenge Pro,2000,Acclaim,0.16,49.0,7.6,13.0,7.0
RIFT,2011,Trion Worlds,0.6699999999999999,84.0,7.3,59.0,561.0
RIGS: Mechanized Combat League,2016,Guerilla Cambridge,0.11,79.0,7.9,42.0,76.0
RLH: Run Like Hell,2002,Digital Mayhem,0.13999999999999999,56.5,8.1,49.0,14.0
RPG Maker,1997,Kuusou Kagaku,0.5,66.0,8.2,11.0,9.0
RPG Maker 3,2004,Runtime,0.060000000000000005,69.0,7.9,16.0,14.0
RPG Maker II,2002,Kuusou Kagaku,0.13,65.0,8.8,9.0,77.0
RTX Red Rock,2003,LucasArts,0.08,49.0,5.0,23.0,4.0
Rabbids Go Home,2009,Ubisoft Montpellier,1.13,78.0,8.3,50.0,32.0
Rabbids Land,2012,Ubisoft Paris,0.02,52.0,5.2,26.0,29.0
Race Driver 2006,2006,Sumo Digital,0.03,81.0,8.5,16.0,6.0
Race Pro,2009,SimBin,0.16999999999999998,72.0,7.0,54.0,60.0
Racing Gears Advance,2004,"Orbital Media, Inc.",0.06,83.0,8.9,17.0,9.0
Racquet Sports,2010,Asobo Studio,0.5800000000000001,48.0,6.449999999999999,25.0,23.0
Radiant Historia,2010,Atlus,0.29000000000000004,85.0,9.0,30.0,81.0
Radiata Stories,2005,Tri-Ace,0.66,74.0,9.0,36.0,54.0
Rage,2011,id Software,3.2899999999999996,80.33333333333333,6.033333333333334,146.0,2530.0
Ragnarok DS,2008,GungHo,0.22000000000000003,53.0,5.8,19.0,17.0
Ragnarok Odyssey,2012,Game Arts,0.4,66.0,7.8,21.0,111.0
Raiden Fighters Aces,2008,Gulti,0.09,73.0,7.5,11.0,12.0
Raiden IV,2008,Moss,0.12,63.0,7.8,4.0,10.0
Rail Simulator,2007,Kuju Entertainment,0.01,72.0,6.9,13.0,24.0
Railroad Tycoon 3,2003,PopTop Software,0.03,80.0,7.7,19.0,57.0
RalliSport Challenge,2002,Digital Illusions,0.5700000000000001,87.0,8.3,32.0,19.0
RalliSport Challenge 2,2004,Digital Illusions,0.27,87.0,9.1,69.0,33.0
Rampage: Total Destruction,2006,"Pipeworks Software, Inc.",0.99,51.333333333333336,6.433333333333334,79.0,40.0
Rango: The Video Game,2011,Behaviour Interactive,0.32,66.5,7.2,48.0,16.0
Rapala Fishing Frenzy 2009,2008,FUN Labs,0.21000000000000002,36.0,5.800000000000001,9.0,15.0
Rapala Pro Fishing,2004,Activision,0.37,59.0,8.7,6.0,32.0
Rapala Tournament Fishing!,2006,FUN Labs,0.03,41.0,8.0,4.0,6.0
Rare Replay,2015,Rare Ltd.,0.79,84.0,7.7,75.0,325.0
Ratatouille,2007,Asobo Studio,2.64,61.2,6.44,47.0,41.0
Ratchet: Deadlocked,2005,Insomniac Games,1.2400000000000002,81.0,8.9,51.0,155.0
Rave Master,2002,Konami,0.05,60.0,6.3,15.0,4.0
Raven Squad: Operation Hidden Dagger,2009,Atomic Motion,0.12,38.5,3.3,33.0,98.0
Raving Rabbids: Travel in Time,2010,Ubisoft,0.75,62.0,7.6,24.0,14.0
Ray Gigant,2015,Bandai Namco Games,0.04,72.0,8.1,14.0,25.0
RayStorm,1997,Taito Corporation,0.07,79.0,7.8,7.0,4.0
Rayman 2: Revolution,2000,Ubisoft,0.3,90.0,8.2,16.0,42.0
Rayman 3,2003,Ubisoft,0.14,83.0,7.8,21.0,8.0
Rayman 3: Hoodlum Havoc,2003,Ubisoft,0.45999999999999996,75.5,8.275,66.0,137.0
Rayman 3D,2011,Ubisoft Casablanca,0.6399999999999999,61.0,6.6,39.0,48.0
Rayman Advance,2001,Digital Eclipse,0.5,84.0,8.4,17.0,16.0
Rayman Arena,2001,Ubisoft,0.74,61.5,7.9,20.0,14.0
Rayman DS,2005,DC Studios,0.26,58.0,7.6,20.0,19.0
Rayman Legends,2013,Ubisoft Montpellier,3.1700000000000004,90.16666666666667,8.4,123.0,1894.0
Rayman Origins,2011,UBlart Montpellier,3.08,85.16666666666667,8.0,184.0,1274.0
Rayman Raving Rabbids,2006,Ubisoft Bulgaria,1.7800000000000002,64.25,7.225,89.0,174.0
Rayman Raving Rabbids 2,2007,Ubisoft Montpellier,2.6399999999999997,62.0,7.65,33.0,81.0
Rayman Raving Rabbids: TV Party,2008,"Ubisoft Paris, Ubisoft Montpellier",2.0300000000000002,73.0,7.7,24.0,29.0
Raze's Hell,2005,Artech Studios,0.05,71.0,8.1,37.0,8.0
ReCore,2016,"Armature Studio, comcept",0.14,63.0,6.6,75.0,445.0
Real Heroes: Firefighter,2009,Epicenter Studios,0.6500000000000001,67.0,8.2,18.0,10.0
Real Time Conflict: Shogun Empires,2005,Box Clever Interactive,0.06,35.0,5.6,6.0,11.0
Real World Golf,2005,"Aqua Pacific, In2Games",0.09999999999999999,73.0,6.3,11.0,4.0
Reality Fighters,2012,Novarama,0.12000000000000001,54.0,3.8,39.0,30.0
Rebelstar: Tactical Command,2005,Codo Games,0.05,78.0,9.1,29.0,10.0
Record of Agarest War,2007,Compile Heart,0.27,69.0,6.9,14.0,69.0
Record of Agarest War 2,2010,"Idea Factory, Compile Heart",0.14,56.0,7.2,6.0,36.0
Red Bull BC One,2008,Smack Down Productions,0.09,48.0,5.3,15.0,8.0
Red Dead Redemption,2010,Rockstar San Diego,12.8,95.0,8.9,169.0,4772.0
Red Dead Revolver,2004,Rockstar San Diego,1.99,73.5,8.15,103.0,96.0
Red Faction,2001,Volition Inc.,1.92,88.0,8.0,25.0,69.0
Red Faction II,2002,Cranky Pants Games,1.66,79.0,7.133333333333333,62.0,50.0
Red Faction: Armageddon,2011,Volition Inc.,0.9199999999999999,72.33333333333333,7.0,155.0,408.0
Red Faction: Guerrilla,2009,Volition Inc.,1.6500000000000001,84.0,7.8999999999999995,169.0,681.0
Red Ninja: End of Honor,2005,Opus,0.060000000000000005,46.5,4.5,42.0,12.0
Red Orchestra 2: Heroes of Stalingrad,2011,Tripwire Interactive,0.13,76.0,7.3,49.0,729.0
Red Steel,2006,Ubisoft Paris,0.6600000000000001,63.0,6.8,54.0,121.0
Red Steel 2,2010,Ubisoft Paris,0.6200000000000001,80.0,8.6,73.0,178.0
RedCard 20-03,2002,Midway,0.13,70.33333333333333,8.466666666666667,38.0,15.0
Reign of Fire,2002,Kuju Entertainment,0.36,55.0,6.45,25.0,11.0
Remember Me,2013,DONTNOD Entertainment,0.56,69.0,7.433333333333334,105.0,1698.0
Rengoku II:  The Stairway To H.E.A.V.E.N.,2006,Neverland,0.02,51.0,7.6,24.0,14.0
Rengoku: The Tower of Purgatory,2005,Neverland,0.11,43.0,5.6,30.0,22.0
Republique,2016,"Camouflaj, LLC",0.02,72.0,5.8,35.0,29.0
Resident Evil,1996,Capcom,5.050000000000001,91.0,9.0,8.0,266.0
Resident Evil - Code: Veronica X,2001,Capcom,2.39,73.0,8.45,37.0,221.0
Resident Evil 2,1998,Capcom,5.869999999999999,74.0,8.85,28.0,395.0
Resident Evil 3: Nemesis,2003,Capcom,0.08,62.0,8.3,14.0,44.0
Resident Evil 4,2005,Capcom,5.32,89.33333333333333,8.566666666666668,135.0,2022.0
Resident Evil 5,2009,Capcom,8.65,84.33333333333333,7.366666666666667,197.0,1787.0
Resident Evil 6,2012,Capcom,5.2,66.6,5.86,154.0,3707.0
Resident Evil Archives: Resident Evil,2008,Capcom,0.30000000000000004,76.0,8.9,11.0,41.0
Resident Evil Archives: Resident Evil Zero,2008,Capcom,0.23,62.0,8.2,17.0,37.0
Resident Evil Outbreak File #2,2004,Capcom,0.56,58.0,7.7,35.0,70.0
Resident Evil: Dead Aim,2003,Cavia Inc.,0.34,65.0,6.6,28.0,48.0
Resident Evil: Deadly Silence,2006,Capcom,0.25,71.0,8.4,41.0,36.0
Resident Evil: Operation Raccoon City,2012,Slant Six,2.0,50.666666666666664,4.533333333333334,100.0,740.0
Resident Evil: Outbreak,2003,Capcom,1.4500000000000002,71.0,8.3,40.0,94.0
Resident Evil: Revelations,2012,Capcom,2.0900000000000003,77.6,7.5200000000000005,169.0,1259.0
Resident Evil: Revelations 2,2015,Capcom,0.75,71.66666666666667,7.666666666666667,64.0,453.0
Resident Evil: Survivor,2000,Capcom,0.72,39.0,7.0,10.0,47.0
Resident Evil: The Darkside Chronicles,2009,Cavia Inc.,1.06,75.0,8.0,55.0,60.0
Resident Evil: The Mercenaries 3D,2011,Capcom,0.48,65.0,6.4,69.0,110.0
Resident Evil: The Umbrella Chronicles,2007,Cavia Inc.,1.5300000000000002,75.0,7.6,47.0,122.0
Resistance 2,2008,Insomniac Games,2.4699999999999998,87.0,6.1,79.0,1889.0
Resistance 3,2011,Insomniac Games,1.48,83.0,7.8,91.0,543.0
Resistance: Burning Skies,2012,Nihilistic,0.41,60.0,6.8,63.0,245.0
Resistance: Fall of Man,2006,Insomniac Games,4.35,86.0,8.1,70.0,715.0
Resistance: Retribution,2009,Sony Bend,0.88,81.0,8.1,67.0,84.0
Resonance of Fate,2010,Tri-Ace,1.0699999999999998,73.0,7.85,85.0,232.0
Retro Atari Classics,2005,Taniko,0.13,51.0,3.7,17.0,7.0
Retro Game Challenge,2007,Indies Zero,0.11,77.0,7.3,30.0,15.0
Return to Castle Wolfenstein: Operation Resurrection,2003,Raster,0.53,66.0,8.0,21.0,23.0
Return to Castle Wolfenstein: Tides of War,2003,Nerve Software,0.67,84.0,8.8,38.0,33.0
Return to PopoloCrois: A Story of Seasons Fairytale,2015,Marvelous Inc.,0.16000000000000003,72.0,6.8,28.0,15.0
Rez,2001,UGA,0.060000000000000005,78.0,8.3,34.0,28.0
Rhapsody: A Musical Adventure,2008,Nippon Ichi Software,0.05,67.0,6.8,24.0,12.0
Rhythm Heaven,2008,Nintendo,3.11,83.0,9.0,48.0,63.0
Ribbit King,2003,Bandai,0.09999999999999999,58.0,6.5,10.0,4.0
Ride,2015,Milestone S.r.l,0.36,62.666666666666664,5.7,47.0,94.0
Ride 2,2016,Milestone S.r.l,0.060000000000000005,74.5,7.95,23.0,26.0
Ride to Hell,2013,"Eutechnyx, Deep Silver",0.1,16.0,1.15,18.0,651.0
Ridge Racer,2004,Namco,1.56,66.0,5.949999999999999,97.0,124.0
Ridge Racer 3D,2011,Namco Bandai Games,0.49,75.0,7.2,59.0,56.0
Ridge Racer 6,2005,Namco,0.2,74.0,7.1,65.0,28.0
Ridge Racer 7,2006,Namco Bandai Games,1.3599999999999999,78.0,7.1,45.0,52.0
Ridge Racer DS,2004,Namco,0.15000000000000002,63.0,6.7,35.0,7.0
Ridge Racer Unbounded,2012,Bugbear,0.3,71.66666666666667,6.566666666666666,88.0,168.0
Ridge Racer V,2000,Namco,1.24,78.0,7.7,20.0,6.0
Riding Spirits,2002,Spike,0.26,59.0,9.0,14.0,17.0
Ring of Red,2000,Konami,0.11,82.0,8.7,15.0,11.0
Rio,2011,Eurocom Entertainment Software,0.09,60.0,7.0,16.0,7.0
Rise of Nations,2003,Big Huge Games,0.04,89.0,9.0,30.0,274.0
Rise of Nations: Rise of Legends,2006,Big Huge Games,0.04,84.0,8.5,46.0,108.0
Rise of Nightmares,2011,Sega,0.46,54.0,7.8,56.0,44.0
Rise of the Kasai,2005,BottleRocket Entertainment,0.18,68.0,8.0,37.0,5.0
Rise of the Tomb Raider,2015,Crystal Dynamics,1.5,86.0,7.95,147.0,2203.0
Risen,2009,Piranha Bytes,0.32,68.5,7.25,69.0,753.0
Risen 2: Dark Waters,2012,Piranha Bytes,0.5800000000000001,58.666666666666664,5.6000000000000005,82.0,846.0
Risen 3: Titan Lords,2014,Piranha Bytes,0.22,48.333333333333336,4.6000000000000005,65.0,968.0
Risk: Global Domination,2003,Cyberlore Studios,0.38999999999999996,60.0,8.8,9.0,25.0
River City Ransom EX,2004,Million,0.07,75.0,8.4,21.0,7.0
Riviera: The Promised Land,2004,Sting,0.2,72.0,8.45,37.0,38.0
Road Rash: Jailbreak,2003,Magic Pockets,0.1,78.0,9.3,15.0,23.0
Road Trip,2002,Takara,0.08,80.0,9.0,4.0,41.0
RoadKill,2003,Terminal Reality,0.25,69.5,7.65,50.0,16.0
Robin Hood: Defender of the Crown,2003,Cinemaware,0.18,59.0,5.6,18.0,5.0
RoboCop,2003,Titus Software,0.01,30.0,3.6,9.0,12.0
Robocalypse,2008,Vogster,0.08,78.0,8.6,15.0,18.0
Robot Alchemic Drive,2002,Sandlot,0.06999999999999999,79.0,8.2,21.0,13.0
Robotech: Battlecry,2002,Vicious Cycle,0.77,73.0,8.45,31.0,13.0
Robotech: The Macross Saga,2002,Lucky Chicken,0.21,61.0,6.5,8.0,4.0
Robots,2005,Eurocom Entertainment Software,0.37,53.0,6.0,6.0,8.0
Rock 'N Roll Racing,2003,Mass Media,0.04,80.0,9.4,12.0,5.0
Rock Band 2,2008,Harmonix Music Systems,4.71,91.66666666666667,7.966666666666668,103.0,289.0
Rock Band 3,2010,Backbone Entertainment,2.16,88.5,7.15,109.0,274.0
Rock Band 4,2015,Harmonix Music Systems,0.85,78.5,6.35,78.0,141.0
Rock Band Unplugged,2009,"Harmonix Music Systems, Backbone Entertainment",0.48,79.0,8.6,50.0,31.0
Rock Revolution,2008,"Zoe Mode, HB Studios Multimedia",0.27,38.0,5.1,28.0,17.0
Rock of the Dead,2010,Epicenter Studios,0.04,48.0,4.8,7.0,4.0
Rocket League,2016,Psyonix,0.65,86.0,8.4,92.0,2064.0
Rocksmith,2011,Ubisoft,2.25,78.5,8.25,57.0,114.0
Rockstar Games presents Table Tennis,2006,Rockstar San Diego,1.9999999999999998,74.5,6.8,111.0,90.0
Rocky,2002,Rage Software,1.01,74.0,7.85,36.0,17.0
Rocky Balboa,2007,Ubisoft,0.10999999999999999,58.0,6.6,17.0,11.0
Rocky: Legends,2004,Venom Games,0.35000000000000003,66.0,6.9,45.0,18.0
Rodea the Sky Soldier,2015,"Prope, Kadokawa",0.15,45.0,6.05,38.0,118.0
Rogue Galaxy,2005,Level 5,0.8400000000000001,83.0,8.4,59.0,89.0
Rogue Ops,2003,Bits Studios,0.23,61.0,9.2,26.0,6.0
Rogue Trooper,2006,Rebellion,0.060000000000000005,71.0,8.35,74.0,20.0
Rogue Trooper: Quartz Zone Massacre,2009,Rebellion,0.06999999999999999,70.0,8.2,14.0,5.0
Rogue Warrior,2009,Rebellion,0.24,27.5,2.8,57.0,130.0
Rollcage Stage II,2000,Attention To Detail,0.09,85.0,8.9,7.0,16.0
RollerCoaster Tycoon,2003,Atari,0.13,62.0,8.3,8.0,12.0
RollerCoaster Tycoon 2,2002,Chris Sawyer,1.24,74.0,8.5,22.0,135.0
RollerCoaster Tycoon 3,2004,Frontier Developments,0.27,81.0,5.0,39.0,346.0
RollerCoaster Tycoon World,2016,Nvizzio Creations,0.02,43.0,2.4,7.0,31.0
Rolling Stone: Drum King,2009,505 Games,0.09999999999999999,32.0,1.8,4.0,4.0
Romance of the Three Kingdoms IX,2003,Koei,0.06999999999999999,74.0,8.9,17.0,10.0
Romance of the Three Kingdoms VII,2000,Koei,0.32000000000000006,72.0,8.7,10.0,11.0
Romance of the Three Kingdoms VIII,2002,Koei,0.29000000000000004,77.0,8.9,14.0,17.0
Romance of the Three Kingdoms X,2005,Koei,0.08,71.0,8.5,13.0,10.0
Romance of the Three Kingdoms XI,2007,Koei,0.07,69.0,8.4,10.0,8.0
Romancing SaGa,2005,Square Enix,0.58,58.0,8.0,23.0,35.0
Rome: Total War,2004,Creative Assembly,0.11,92.0,9.1,58.0,1050.0
Root Letter,2016,Kadokawa,0.05,78.0,7.8,6.0,6.0
Rory McIlroy PGA Tour,2015,EA Tiburon,0.78,60.5,4.0,59.0,155.0
Ruff Trigger: The Vanocore Conspiracy,2006,Playstos Entertainment,0.02,57.0,7.0,8.0,7.0
Rugby 06,2006,EA Canada,0.05,70.0,7.8,6.0,27.0
Rugby 08,2007,EA Canada,0.03,74.0,7.4,21.0,25.0
Rugby 15,2015,HB Studios Multimedia,0.21000000000000002,19.5,3.25,9.0,95.0
Rugby 2004,2003,HB Studios Multimedia,0.22,61.0,6.8,13.0,65.0
Rugby 2005,2005,HB Studios Multimedia,0.13,73.0,8.15,35.0,30.0
Rugby Challenge 3,2016,Wicked Witch Software,0.05,64.0,6.8,4.0,12.0
Rugby World Cup 2011,2011,HB Studios Multimedia,0.59,52.5,4.75,26.0,20.0
Rugby World Cup 2015,2015,HB Studios Multimedia,0.060000000000000005,25.0,1.9,6.0,39.0
Rule of Rose,2006,"Punchline, Shirogumi",0.02,59.0,8.6,44.0,51.0
Rumble Racing,2001,Electronic Arts,0.21,85.0,8.2,17.0,9.0
Rumble Roses,2004,Yuke's,0.38999999999999996,66.0,8.5,44.0,20.0
Rumble Roses XX,2006,Konami,0.13,62.0,6.6,54.0,28.0
Runaway: A Twist of Fate,2009,Pendulo Studios,0.05,79.0,8.2,15.0,40.0
Rune Factory 2: A Fantasy Harvest Moon,2008,Neverland,0.53,77.0,7.9,14.0,30.0
Rune Factory 3: A Fantasy Harvest Moon,2009,Neverland,0.41000000000000003,77.0,8.6,10.0,46.0
Rune Factory 4,2012,Neverland,0.56,78.0,8.1,33.0,122.0
Rune Factory: A Fantasy Harvest Moon,2006,Neverland,0.53,78.0,8.1,26.0,52.0
Rune Factory: Frontier,2008,Neverland,0.36,79.0,8.5,34.0,39.0
Rune Factory: Tides of Destiny,2011,Neverland,0.23,55.0,7.9,12.0,44.0
Rune: Viking Warlord,2001,Human Head Studios,0.26,53.0,7.3,16.0,11.0
Rygar: The Battle of Argus,2008,Tecmo,0.09999999999999999,52.0,7.0,29.0,4.0
Rygar: The Legendary Adventure,2002,Tecmo,0.45999999999999996,83.0,8.4,30.0,14.0
Ryse: Son of Rome,2013,Crytek,1.3900000000000001,60.0,6.1,77.0,1409.0
S.L.A.I.: Steel Lancer Arena International,2005,Genki,0.02,66.0,7.8,16.0,10.0
S.T.A.L.K.E.R.: Call of Pripyat,2009,GSC Game World,0.060000000000000005,80.0,8.7,44.0,602.0
S.T.A.L.K.E.R.: Clear Sky,2008,GSC Game World,0.04,75.0,7.7,47.0,478.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,GSC Game World,0.060000000000000005,82.0,8.4,44.0,1088.0
SAW,2009,Zombie Studios,0.66,57.666666666666664,6.6000000000000005,86.0,109.0
SBK Superbike World Championship,2008,Milestone S.r.l,0.45999999999999996,61.0,7.05,24.0,14.0
SBK X: Superbike World Championship,2010,Milestone S.r.l,0.4,73.5,7.9,17.0,12.0
SBK: Snowboard Kids,2005,Racjin,0.02,63.0,6.5,14.0,4.0
SEGA Classics Collection,2005,Sega,0.42,46.0,6.7,18.0,6.0
SNK Arcade Classics Vol. 1,2008,SNK Playmore,0.06,73.0,8.0,18.0,4.0
