name,year_of_release,developer,worldwide_sales,critic_score,user_score,critic_count,user_count
NFL Quarterback Club 2002,2001,Acclaim,0.22,67.0,7.8,12.0,6.0
NFL Street,2004,EA Tiburon,2.43,80.66666666666667,8.566666666666668,104.0,58.0
NFL Street 2,2004,EA Tiburon,2.1100000000000003,77.5,7.6,77.0,31.0
NFL Street 2 Unleashed,2005,EA Tiburon,0.37,73.0,7.4,23.0,14.0
NFL Tour,2008,EA Tiburon,0.09999999999999999,49.0,3.1,35.0,45.0
NHL 06,2005,EA Canada,0.9099999999999999,78.33333333333333,8.733333333333334,80.0,54.0
NHL 07,2006,EA Sports,0.98,76.5,6.05,81.0,247.0
NHL 08,2007,EA Canada,0.5,85.5,7.55,67.0,67.0
NHL 09,2008,EA Canada,0.86,79.33333333333333,6.733333333333333,72.0,132.0
NHL 10,2009,EA Canada,1.24,88.0,8.15,87.0,111.0
NHL 11,2010,Electronic Arts,1.32,88.0,7.4,87.0,125.0
NHL 12,2011,Electronic Arts,1.2800000000000002,86.0,7.25,89.0,124.0
NHL 13,2012,Electronic Arts,1.29,83.5,6.699999999999999,66.0,146.0
NHL 14,2013,Electronic Arts,1.08,80.5,5.95,52.0,171.0
NHL 15,2014,EA Sports,1.01,59.5,3.4000000000000004,50.0,486.0
NHL 16,2015,"EA Sports, EA Canada",1.1099999999999999,79.0,5.75,46.0,238.0
NHL 17,2016,"EA Canada, EA Vancouver",0.5700000000000001,77.5,4.9,49.0,105.0
NHL 2001,2000,EA Sports,1.5899999999999999,86.5,7.9,32.0,16.0
NHL 2002,2001,EA Sports,1.47,90.5,8.65,39.0,31.0
NHL 2003,2002,EA Sports,1.27,79.33333333333333,7.0,45.0,34.0
NHL 2004,2003,EA Black Box,1.24,85.0,7.5,58.0,91.0
NHL 2005,2004,EA Sports,0.67,75.66666666666667,6.7,66.0,39.0
NHL 2K10,2009,Take-Two Interactive,0.65,71.33333333333333,7.266666666666667,62.0,39.0
NHL 2K11,2010,Visual Concepts,0.27,62.0,5.8,12.0,4.0
NHL 2K3,2002,Treyarch,0.33,89.0,7.3,53.0,37.0
NHL 2K6,2005,2K Sports,0.74,79.66666666666667,6.466666666666666,97.0,68.0
NHL 2K7,2006,Kush Games,0.2,78.5,7.25,75.0,171.0
NHL 2K8,2007,Kush Games,0.13,71.0,7.4,43.0,16.0
NHL 2K9,2008,Visual Concepts,0.23,67.0,6.050000000000001,44.0,26.0
NHL FaceOff 2001,2001,989 Sports,0.19,57.0,4.0,11.0,4.0
NHL Hitz 20-02,2001,Black Box,1.05,78.66666666666667,8.333333333333334,51.0,26.0
NHL Hitz 20-03,2002,Black Box,0.47,81.66666666666667,8.433333333333334,50.0,29.0
NHL Hitz Pro,2003,Next Level Games,0.24,80.0,8.850000000000001,46.0,25.0
NHL Rivals 2004,2003,Microsoft Game Studios,0.1,65.0,8.8,39.0,20.0
NPPL: Championship Paintball 2009,2008,FUN Labs,0.28,44.5,7.35,18.0,19.0
Nacho Libre,2006,BudCat,0.03,56.0,5.8,6.0,6.0
Namco Museum,2001,Mass Media,6.050000000000001,75.5,6.65,19.0,11.0
Namco Museum Battle Collection,2005,TOSE,1.0899999999999999,73.0,7.2,28.0,9.0
Namco Museum DS,2007,M2,1.29,67.0,5.9,19.0,8.0
Namco Museum Remix,2007,TOSE,0.7300000000000001,49.0,6.3,18.0,4.0
Nancy Drew: The Mystery of the Clue Bender Society,2008,Gorilla Systems,0.26,46.0,3.6,5.0,5.0
Nano Assault,2011,Shin'en,0.09,75.0,7.7,8.0,18.0
NanoBreaker,2005,KCET,0.060000000000000005,51.0,6.7,38.0,11.0
Nanostray,2005,Shin'en,0.05,71.0,7.7,43.0,19.0
Nanostray 2,2008,Shin'en,0.04,75.0,7.8,23.0,8.0
Napoleon Dynamite: The Game,2007,7 Studios,0.05,41.0,5.949999999999999,23.0,11.0
Napoleon: Total War,2010,Creative Assembly,0.67,81.0,7.9,56.0,515.0
Naruto Shippuden: Clash of Ninja Revolution 3,2009,8ing/Raizing,0.51,74.0,8.1,23.0,21.0
Naruto Shippuden: Dragon Blade Chronicles,2009,"Eighting, Takara Tomy",0.18,38.0,3.0,14.0,12.0
Naruto Shippuden: Kizuna Drive,2010,Premium Agency,0.12,57.0,5.0,22.0,6.0
Naruto Shippuden: Legends: Akatsuki Rising,2009,Racjin,0.15000000000000002,60.0,6.2,15.0,10.0
Naruto Shippuden: Ninja Destiny 2,2008,Takara Tomy,0.36,55.0,5.7,12.0,11.0
Naruto Shippuden: Ultimate Ninja Heroes 3,2009,CyberConnect2,0.39,61.0,6.6,22.0,19.0
Naruto Shippuden: Ultimate Ninja Impact,2011,Racjin,0.35,59.0,7.2,16.0,26.0
Naruto Shippuden: Ultimate Ninja Storm 2,2010,CyberConnect2,1.99,75.0,8.4,65.0,169.0
Naruto Shippuden: Ultimate Ninja Storm 3,2013,CyberConnect2,1.4500000000000002,73.5,7.800000000000001,48.0,254.0
Naruto Shippuden: Ultimate Ninja Storm 4,2016,CyberConnect2,1.45,80.0,8.35,71.0,252.0
Naruto Shippuden: Ultimate Ninja Storm Generations,2012,"CyberConnect2, Racjin",1.18,74.0,7.15,58.0,130.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,CyberConnect2,0.66,67.5,7.4,37.0,144.0
Naruto: Clash of Ninja,2003,Tomy Corporation,0.6900000000000001,72.0,8.1,21.0,20.0
Naruto: Clash of Ninja 2,2003,8ing/Raizing,1.04,74.0,8.9,22.0,39.0
Naruto: Clash of Ninja Revolution,2007,8ing/Raizing,1.01,74.0,8.0,23.0,27.0
Naruto: Clash of Ninja Revolution 2,2008,Eighting,0.39,72.0,8.4,20.0,16.0
Naruto: Ninja Council,2003,Aspect,0.22,60.0,7.1,12.0,9.0
Naruto: Ninja Council 3,2006,Aspect,0.42000000000000004,56.0,6.5,23.0,13.0
Naruto: Ninja Destiny,2006,Takara Tomy,0.19,61.0,4.4,22.0,10.0
Naruto: Path of the Ninja,2007,TOSE,0.4,57.0,7.2,18.0,9.0
Naruto: Path of the Ninja 2,2006,TOSE,0.24,62.0,7.5,18.0,6.0
Naruto: Powerful Shippuden,2012,Inti Creates,0.15000000000000002,71.0,5.4,13.0,19.0
Naruto: Rise of a Ninja,2007,Ubisoft Montreal,0.32999999999999996,78.0,8.6,35.0,84.0
Naruto: The Broken Bond,2008,Ubisoft Montreal,0.5800000000000001,80.0,7.8,34.0,46.0
Naruto: Ultimate Ninja,2003,CyberConnect2,0.6,75.0,7.7,34.0,35.0
Naruto: Ultimate Ninja 2,2004,CyberConnect2,0.57,73.0,7.9,27.0,27.0
Naruto: Ultimate Ninja 3,2005,CyberConnect2,0.43,75.0,8.7,24.0,33.0
Naruto: Ultimate Ninja Heroes,2006,Bandai,0.26,70.0,6.6,11.0,11.0
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2006,CyberConnect2,0.15000000000000002,64.0,7.8,20.0,17.0
Naruto: Ultimate Ninja Storm,2008,CyberConnect2,1.07,75.0,8.6,32.0,95.0
Naruto: Uzumaki Chronicles 2,2006,Cavia Inc.,0.5700000000000001,52.0,6.9,22.0,17.0
Natural Doctrine,2014,Kadokawa,0.16999999999999998,56.5,6.75,38.0,108.0
Naughty Bear,2010,Artificial Mind and Movement,0.83,43.0,5.55,82.0,119.0
Naval Assault: The Killing Tide,2010,Artech Studios,0.17,40.0,4.2,11.0,5.0
Naval Ops: Warship Gunner,2003,Micro Cabin,0.09999999999999999,67.0,8.9,17.0,23.0
Need For Speed: High Stakes,1999,EA Canada,2.31,86.0,8.5,14.0,28.0
Need For Speed: Undercover,2008,EA Black Box,5.46,58.833333333333336,6.066666666666666,146.0,478.0
Need for Speed Carbon,2006,Black Box,6.35,74.28571428571429,7.385714285714286,178.0,484.0
Need for Speed Carbon: Own the City,2006,EA Canada,2.62,71.5,7.7,20.0,54.0
Need for Speed Rivals,2013,Ghost Games,4.99,77.4,5.12,105.0,1618.0
Need for Speed Underground,2003,Black Box,10.469999999999999,82.0,8.559999999999999,115.0,583.0
Need for Speed Underground 2,2004,EA Canada,9.83,75.6,8.2,126.0,604.0
Need for Speed Underground Rivals,2005,Team Fusion,1.32,74.0,8.5,36.0,38.0
Need for Speed: Hot Pursuit,2010,Criterion Games,5.800000000000001,78.25,6.15,154.0,1081.0
Need for Speed: Hot Pursuit 2,2002,Black Box,3.71,77.33333333333333,7.733333333333334,65.0,122.0
Need for Speed: Most Wanted,2005,Black Box,9.42,77.5,8.3875,236.0,1528.0
Need for Speed: Most Wanted 5-1-0,2005,EA Canada,2.08,72.0,7.8,21.0,54.0
Need for Speed: Nitro,2009,EA Montreal,1.21,69.5,6.85,48.0,45.0
Need for Speed: Porsche Unleashed,1999,Eden Studios,1.26,70.0,8.15,17.0,32.0
Need for Speed: ProStreet,2007,Black Box,8.55,67.0,6.6571428571428575,135.0,361.0
Need for Speed: Shift,2009,EA Bright Light,5.38,79.75,6.425,163.0,665.0
Need for Speed: The Run,2011,Black Box,4.2,66.0,5.5600000000000005,146.0,727.0
Neo Contra,2004,KCET,0.21,65.0,7.1,37.0,8.0
NeoGeo Battle Coliseum,2005,SNK Playmore,0.33,66.0,8.8,21.0,6.0
Neopets Petpet Adventures: The Wand of Wishing,2006,SCEA,0.12,66.0,7.7,21.0,6.0
Neopets: The Darkest Faerie,2005,Idol Minds,0.31,61.0,8.5,18.0,30.0
Nervous Brickdown,2007,Arkedo Studio,0.01,70.0,7.5,21.0,11.0
NeverDead,2012,Rebellion,0.22999999999999998,51.0,5.1,78.0,112.0
Neverland Card Battles,2008,Idea Factory,0.05,57.0,7.8,14.0,12.0
Neverwinter Nights,2002,BioWare,0.03,91.0,8.2,34.0,490.0
Neverwinter Nights 2,2006,Obsidian Entertainment,0.02,82.0,6.5,46.0,565.0
Neverwinter Nights 2: Mask of the Betrayer,2007,Obsidian Entertainment,0.01,82.0,8.8,25.0,182.0
New Super Luigi U,2013,Nintendo,2.2300000000000004,77.0,7.9,59.0,288.0
New Super Mario Bros.,2006,Nintendo,29.8,89.0,8.5,65.0,431.0
New Super Mario Bros. 2,2012,Nintendo,9.900000000000002,78.0,7.2,70.0,424.0
New Super Mario Bros. U,2012,Nintendo,5.23,84.0,8.1,70.0,733.0
New Super Mario Bros. Wii,2009,Nintendo,28.32,87.0,8.4,80.0,594.0
Ni no Kuni: Wrath of the White Witch,2011,Level 5,1.5099999999999998,85.0,8.6,89.0,984.0
NiGHTS: Journey of Dreams,2007,"Sega, Sonic Team",0.41000000000000003,69.0,8.5,47.0,55.0
Nickelodeon Party Blast,2002,Data Design Interactive,0.22000000000000003,19.0,4.3,4.0,7.0
Nicktoons: Attack of the Toybots,2007,Blue Tongue Entertainment,0.43000000000000005,60.0,6.0,4.0,8.0
NieR,2010,Cavia Inc.,0.9100000000000001,67.5,8.350000000000001,118.0,389.0
Night at the Museum: Battle of the Smithsonian,2009,"Majesco Games, Majesco",0.11,50.0,7.1,15.0,8.0
NightCaster,2002,Jaleco Entertainment,0.13,61.0,5.7,27.0,7.0
NightCaster II: Equinox,2002,Jaleco Entertainment,0.04,46.0,7.0,12.0,4.0
Nights of Azure,2015,Gust,0.060000000000000005,67.0,7.6,40.0,71.0
Nightshade,2003,Wow Entertainment,0.11,68.0,7.7,39.0,20.0
Ninja Assault,2002,Namco,0.09999999999999999,60.0,5.3,17.0,4.0
Ninja Blade,2009,From Software,0.33000000000000007,68.0,6.8,65.0,55.0
Ninja Gaiden,2004,Team Ninja,1.2300000000000002,91.0,8.8,89.0,152.0
Ninja Gaiden 3,2012,Team Ninja,0.7,58.0,4.7,82.0,288.0
Ninja Gaiden Black,2005,Team Ninja,0.09000000000000001,94.0,8.7,32.0,121.0
Ninja Gaiden II,2008,"Team Ninja, Tecmo",1.02,81.0,8.0,74.0,302.0
Ninja Gaiden Sigma,2007,Team Ninja,1.14,88.0,7.5,46.0,155.0
Ninja Gaiden Sigma 2,2009,Team Ninja,0.86,83.0,7.7,52.0,115.0
Ninja Gaiden: Dragon Sword,2008,Team Ninja,0.21,83.0,7.8,52.0,36.0
Ninja Reflex,2008,Sanzaru Games,0.12,49.0,6.0,26.0,11.0
Ninjabread Man,2007,Data Design Interactive,0.08,20.0,1.7,6.0,52.0
Ninjatown,2008,"Venan Entertainment, Cashmere Prod.",0.13,80.0,8.3,40.0,21.0
Nintendo Land,2012,Nintendo,4.42,77.0,7.9,61.0,471.0
Nitrobike,2008,Left Field Productions,0.13,49.0,7.1,22.0,7.0
Nitroplus Blasterz: Heroines Infinite Duel,2015,"Examu, Marvelous Inc.",0.03,70.0,6.9,33.0,28.0
No Man's Sky,2016,Hello Games,1.6900000000000002,71.0,4.5,94.0,5096.0
No More Heroes,2007,Grasshopper Manufacture,0.5499999999999999,83.0,8.4,64.0,259.0
No More Heroes 2: Desperate Struggle,2010,Grasshopper Manufacture,0.38,84.0,8.8,68.0,184.0
No More Heroes: Heroes' Paradise,2010,FeelPlus,0.2,72.0,7.3,38.0,38.0
Nobunaga's Ambition: Iron Triangle,2006,Koei,0.08,76.0,8.0,8.0,7.0
Nobunaga's Ambition: Rise to Power,2004,Koei,0.08,70.0,8.8,7.0,6.0
Nobunaga's Ambition: Sphere of Influence,2014,Koei Tecmo Games,0.04,80.0,8.1,20.0,46.0
Nostalgia,2008,Matrix Software,0.19,72.0,7.6,36.0,19.0
Obscure,2004,Hydravision,0.10999999999999999,65.5,8.65,56.0,48.0
Obscure: The Aftermath,2008,Hydravision,0.21,59.5,8.149999999999999,44.0,34.0
Odama,2006,Vivarium,0.11000000000000001,62.0,8.0,42.0,17.0
Oddworld: Abe's Exoddus,1998,Oddworld Inhabitants,0.99,88.0,9.1,13.0,69.0
Oddworld: Abe's Oddysee,1997,Oddworld Inhabitants,1.25,85.0,9.0,10.0,96.0
Oddworld: Munch's Oddysee,2001,Art,0.79,62.0,5.6,45.0,36.0
Oddworld: Stranger's Wrath,2005,Oddworld Inhabitants,0.26,88.0,9.1,65.0,58.0
Odin Sphere,2007,Vanilla Ware,0.56,83.0,8.6,49.0,59.0
Odin Sphere: Leifthrasir,2016,Vanillaware,0.34,90.0,8.05,54.0,261.0
Okage: Shadow King,2001,Zener Works,0.37,70.0,8.5,23.0,14.0
Okami,2006,Clover Studio,1.2400000000000002,91.5,9.100000000000001,113.0,563.0
OkamiDen,2010,Capcom,0.42000000000000004,82.0,7.9,48.0,53.0
Omega Quintet,2014,Compile Heart,0.02,58.0,7.1,22.0,81.0
Omerta: City of Gangsters,2011,Kalypso,0.7,43.0,3.3,18.0,25.0
One Piece: Burning Blood,2016,Spike Chunsoft,0.51,62.666666666666664,7.133333333333333,59.0,71.0
One Piece: Pirate Warriors,2012,"Omega Force, Tecmo Koei Games",1.1800000000000002,64.0,6.5,33.0,55.0
One Piece: Pirate Warriors 2,2013,Omega Force,0.66,71.0,7.8,35.0,61.0
One Piece: Pirate Warriors 3,2015,Omega Force,0.64,75.0,6.85,38.0,135.0
One Piece: Unlimited Adventure,2007,Ganbarion,0.19,67.0,8.5,17.0,32.0
One Piece: Unlimited World Red,2013,Ganbarion,0.86,69.75,7.625,48.0,140.0
Onechanbara Z2: Chaos,2014,"Tamsoft, D3Publisher",0.25,57.0,6.5,40.0,72.0
Onechanbara: Bikini Samurai Squad,2006,Tamsoft,0.13,39.0,6.4,39.0,55.0
Onechanbara: Bikini Zombie Slayers,2008,Tamsoft,0.12,55.0,8.0,24.0,20.0
Oni,2001,Rockstar Toronto,0.53,69.0,7.8,24.0,22.0
Onimusha 2: Samurai's Destiny,2002,Capcom,2.25,84.0,9.0,31.0,52.0
Onimusha 3: Demon Siege,2004,Capcom,1.45,85.0,8.6,53.0,73.0
Onimusha Tactics,2003,Capcom,0.08,64.0,8.7,21.0,7.0
Onimusha: Blade Warriors,2003,Capcom,0.13,65.0,6.9,33.0,7.0
Onimusha: Dawn of Dreams,2006,Capcom,0.6500000000000001,81.0,8.9,45.0,62.0
Onimusha: Warlords,2001,Capcom,2.7,86.0,8.2,23.0,56.0
Online Chess Kingdoms,2006,Konami,0.01,60.0,6.8,17.0,6.0
Open Season,2006,Ubisoft,0.18,54.0,6.449999999999999,20.0,16.0
Operation Abyss: New Tokyo Legacy,2014,Experience Inc.,0.09,66.0,7.3,25.0,24.0
Operation Darkness,2007,Success,0.08,46.0,7.0,22.0,21.0
Operation Flashpoint: Dragon Rising,2009,Codemasters,1.9000000000000001,76.33333333333333,6.3999999999999995,118.0,704.0
Operation Flashpoint: Elite,2005,Bohemia Interactive,0.04,64.0,8.3,24.0,27.0
Operation Flashpoint: Red River,2011,Codemasters,0.66,67.66666666666667,5.766666666666667,125.0,150.0
Operation: Vietnam,2007,Coyote Console,0.06,65.0,6.3,16.0,4.0
Opoona,2007,ArtePiazza,0.09999999999999999,65.0,7.7,33.0,14.0
Order of War,2009,Wargaming.net,0.01,69.0,7.3,39.0,73.0
Oreshika: Tainted Bloodlines,2014,Alfa System,0.15,78.0,8.0,26.0,84.0
Orphen: Scion of Sorcery,2000,Shade,0.31,54.0,5.8,15.0,8.0
Otogi 2: Immortal Warriors,2003,From Software,0.05,79.0,8.3,43.0,12.0
Otogi: Myth of Demons,2002,From Software,0.13,80.0,8.5,40.0,28.0
OutRun 2006: Coast 2 Coast,2006,Sumo Digital,0.08,81.5,8.45,73.0,31.0
Outlaw Golf,2002,Simon & Schuster,0.29000000000000004,72.0,6.9,23.0,9.0
Outlaw Tennis,2005,Hypnotix,0.04,66.0,7.7,45.0,6.0
Outlaw Volleyball,2003,Hypnotix,0.26,77.0,8.4,33.0,7.0
Over G Fighters,2006,Taito Corporation,0.22,49.0,6.0,36.0,49.0
Over the Hedge,2006,Edge of Reality,1.1600000000000001,63.333333333333336,8.1,67.0,25.0
Overlord,2007,Triumph Studios,0.43000000000000005,78.5,8.2,74.0,290.0
Overlord II,2009,Triumph Studios,0.67,75.33333333333333,7.633333333333333,134.0,229.0
Overlord: Dark Legend,2009,Climax Group,0.37,68.0,7.9,30.0,15.0
Overlord: Minions,2009,Climax Group,0.08,58.0,5.5,22.0,4.0
Overlord: Raising Hell,2008,4J Studios,0.12000000000000001,72.0,7.7,35.0,27.0
Overwatch,2016,Blizzard Entertainment,3.7300000000000004,90.66666666666667,6.166666666666667,111.0,6078.0
P.T.O. IV: Pacific Theater of Operations,2002,Koei,0.08,71.0,6.6,12.0,5.0
PAC-MAN and the Ghostly Adventures,2013,"Namco Bandai Games, Monkey Bar Games",0.19,52.666666666666664,4.8999999999999995,22.0,36.0
PANGYA: Fantasy Golf,2009,Ntreev Soft,0.14,77.0,7.0,16.0,13.0
PDC World Championship Darts 2008,2008,Oxygen Interactive,0.24,51.0,5.4,18.0,7.0
PQ2: Practical Intelligence Quotient,2006,Now Production,0.04,74.0,7.8,19.0,6.0
PaRappa The Rapper,1996,Epics,2.06,79.5,6.300000000000001,58.0,64.0
PaRappa The Rapper 2,2001,NanaOn-Sha,0.14,67.0,6.6,26.0,26.0
Pac-Man Collection,2001,Mass Media,2.9399999999999995,79.0,7.8,13.0,4.0
Pac-Man Fever,2001,Mass Media,0.52,47.0,6.3,14.0,7.0
Pac-Man Party,2010,TOSE,0.6,59.0,5.9,14.0,8.0
Pac-Man Party 3D,2011,Namco Bandai Games,0.14,43.0,5.4,11.0,11.0
Pac-Man World 2,2002,Namco,1.8800000000000001,73.5,8.05,37.0,45.0
Pac-Man World 3,2005,Blitz Games,0.38,63.333333333333336,6.166666666666667,48.0,27.0
Pac-Man World Rally,2006,Smart Bomb Interactive,0.1,55.5,7.6,30.0,9.0
Pac-Man and the Ghostly Adventures 2,2014,Vicious Cycle,0.2,59.5,6.4,18.0,14.0
Pac-Pix,2005,Namco,0.27,71.0,7.1,41.0,7.0
Painkiller,2004,People Can Fly,0.02,81.0,8.1,62.0,284.0
Painkiller: Hell Wars,2006,People Can Fly,0.04,68.0,7.4,33.0,16.0
Pandora's Tower,2011,Ganbarion,0.31000000000000005,73.0,8.0,48.0,99.0
Panzer Dragoon Orta,2002,Smilebit,0.26,90.0,8.5,41.0,64.0
Paper Mario: Color Splash,2016,"Nintendo, Intelligent Systems",0.42000000000000004,75.0,6.8,72.0,208.0
Paper Mario: Sticker Star,2012,Intelligent Systems,2.31,75.0,5.6,69.0,382.0
Paper Mario: The Thousand-Year Door,2004,Intelligent Systems,2.25,87.0,9.4,55.0,306.0
ParaWorld,2006,SEK Ost,0.02,71.0,8.3,29.0,23.0
Parasite Eve,1998,SquareSoft,2.1,81.0,8.9,17.0,89.0
Parasite Eve II,1999,SquareSoft,0.5800000000000001,79.0,9.0,14.0,77.0
Pariah,2005,Digital Extremes,0.1,70.0,7.4,52.0,19.0
Paris-Dakar Rally,2001,Broadsword Interactive,0.16,36.0,3.9,6.0,15.0
Patapon,2007,SCE Japan Studio,0.8100000000000002,86.0,8.7,60.0,102.0
Patapon 2,2008,SCE Japan Studio,0.09999999999999999,81.0,8.3,49.0,62.0
Patapon 3,2011,SCE Japan Studio,0.27,74.0,7.2,41.0,35.0
Patrician IV,2010,Gaming Minds Studios,0.03,66.0,6.4,18.0,34.0
Payday 2,2013,Overkill Software,1.06,76.0,5.3,81.0,3942.0
Peggle Nights,2008,PopCap,0.01,76.0,8.1,15.0,24.0
Peggle: Dual Shot,2009,Q Entertainment,0.12,84.0,8.2,17.0,21.0
Percy Jackson and the Olympians: The Lightning Thief,2010,Griptonite Games,0.25,56.0,6.9,6.0,12.0
Perfect Dark Zero,2005,Rare Ltd.,0.77,81.0,7.3,75.0,229.0
Persona 2: Eternal Punishment,2000,Atlus Co.,0.35000000000000003,83.0,8.4,11.0,25.0
Persona 4: Arena,2012,Arc System Works,0.85,84.5,7.5,68.0,240.0
Persona 4: Arena Ultimax,2014,Arc System Works,0.21,84.5,7.75,53.0,120.0
Persona 4: Dancing All Night,2015,"Atlus, Dingo Inc.",0.32,76.0,8.6,51.0,83.0
Persona 4: Golden,2012,Atlus,1.1199999999999999,93.0,9.2,61.0,1228.0
Persona Q: Shadow of the Labyrinth,2014,Atlus,0.7200000000000001,83.0,8.1,56.0,169.0
Personal Trainer: Cooking,2006,Indies Zero,3.0999999999999996,81.0,7.8,12.0,10.0
Peter Jackson's King Kong: The Official Game of the Movie,2005,Phoenix Games Studio,3.39,68.16666666666667,7.016666666666667,186.0,220.0
Phantasy Star Collection,2002,Digital Eclipse,0.11,76.0,8.1,20.0,7.0
Phantasy Star Online,2000,Sonic Team,0.2,89.0,9.1,21.0,33.0
Phantasy Star Online Episode III: C.A.R.D. Revolution,2003,Sonic Team,0.08,71.0,8.2,24.0,13.0
Phantasy Star Online Ver. 2,2001,Sonic Team,0.19,80.0,8.9,10.0,18.0
Phantasy Star Portable,2008,Alfa System,0.93,64.0,7.8,38.0,19.0
Phantasy Star Portable 2,2009,Alfa System,0.8700000000000001,69.0,8.1,27.0,35.0
Phantasy Star Universe,2006,Sonic Team,0.3,66.0,7.95,52.0,65.0
Phantom Brave,2004,Nippon Ichi Software,0.14,81.0,7.9,40.0,22.0
Phantom Brave: The Hermuda Triangle,2010,Nippon Ichi Software,0.09999999999999999,65.0,7.3,16.0,11.0
Phantom Brave: We Meet Again,2009,Nippon Ichi Software,0.14,76.0,7.1,12.0,15.0
Phantom Crash,2002,Genki,0.05,74.0,8.3,23.0,14.0
Phantom Dust,2004,Microsoft Game Studios Japan,0.1,81.0,8.5,37.0,35.0
Phineas and Ferb,2009,Altron,1.8399999999999999,80.0,4.5,4.0,8.0
Phineas and Ferb: Across the 2nd Dimension,2011,High Impact Games,0.8900000000000001,69.5,7.45,17.0,15.0
Phoenix Wright: Ace Attorney,2005,Capcom,0.93,81.0,9.2,53.0,203.0
Phoenix Wright: Ace Attorney Trilogy,2014,NATSUME ATARI Inc.,0.02,81.0,9.0,34.0,76.0
Picross 3D,2009,HAL Labs,0.4900000000000001,83.0,8.4,35.0,33.0
Picross DS,2007,Jupiter Corporation,0.51,83.0,8.7,33.0,36.0
Piglet's Big Game,2003,Doki Denki,0.05,70.0,8.0,4.0,5.0
Pikmin,2001,Nintendo,1.6300000000000001,89.0,8.7,39.0,121.0
Pikmin 2,2004,Nintendo,1.2,90.0,9.1,54.0,137.0
Pikmin 3,2013,Nintendo,1.12,87.0,8.7,79.0,664.0
Pillars of Eternity,2014,Obsidian Entertainment,0.02,89.0,8.3,71.0,2191.0
PilotWings Resort,2011,Monster Games Inc.,0.96,71.0,7.4,64.0,88.0
Pimp My Ride,2006,Eutechnyx,0.22,32.0,3.8,18.0,37.0
Pinball Hall of Fame: The Gottlieb Collection,2005,Farsight Studios,0.23,73.0,8.1,27.0,13.0
Pinball Hall of Fame: The Williams Collection,2008,Crave,0.9199999999999999,78.5,8.075000000000001,55.0,68.0
Ping Pals,2004,WayForward,0.11,28.0,3.9,17.0,26.0
Pirates of the Burning Sea,2008,Flying Lab Software,0.01,76.0,7.6,30.0,61.0
Pirates of the Caribbean,2003,Akella,0.29000000000000004,65.0,7.4,30.0,27.0
Pirates of the Caribbean: At World's End,2007,Eurocom Entertainment Software,2.36,56.2,6.68,98.0,78.0
Pirates of the Caribbean: Dead Man's Chest,2006,Amaze Entertainment,0.99,61.666666666666664,7.3999999999999995,53.0,29.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Pocket Studios,1.29,49.0,6.2,10.0,5.0
Pirates of the Caribbean: The Legend of Jack Sparrow,2006,7 Studios,0.24,51.0,7.5,32.0,13.0
Pirates: Legend of the Black Buccaneer,2006,WideScreen Games,0.02,42.0,7.0,4.0,5.0
Pirates: The Legend of Black Kat,2002,Westwood Studios,0.14,72.0,7.9,24.0,8.0
Pitfall: The Lost Expedition,2004,Edge of Reality,0.35,72.0,8.433333333333334,94.0,24.0
PixelJunk Monsters Deluxe,2010,Q-Games,0.12,86.0,7.9,27.0,32.0
Planescape: Torment,1998,Black Isle Studios,0.03,91.0,9.2,22.0,813.0
Planet 51,2009,Pyro Studios,0.2,53.0,5.8,6.0,4.0
Planet Puzzle League,2007,Intelligent Systems,0.32000000000000006,86.0,8.2,25.0,15.0
Plants vs. Zombies,2009,PopCap,1.61,85.5,8.1,99.0,1140.0
Plants vs. Zombies: Garden Warfare,2014,PopCap,2.38,74.5,7.525,105.0,1004.0
Plants vs. Zombies: Garden Warfare 2,2016,PopCap,1.01,81.0,7.766666666666666,99.0,234.0
PlayStation All-Stars Battle Royale,2012,Bluepoint Games,1.4100000000000001,74.5,7.4,84.0,761.0
PlayStation Move Heroes,2011,Nihilistic,0.17,53.0,6.1,39.0,16.0
PlayStation VR Worlds,2016,Sony Interactive Entertainment,0.26,59.0,7.1,48.0,73.0
Playboy: The Mansion,2005,Cyberlore Studios,0.3,60.0,5.8,76.0,27.0
PoPoLoCrois,2005,G-Artists,0.05,66.0,7.4,41.0,17.0
Point Blank 3,2000,Tose Software,0.02,78.0,8.4,5.0,5.0
PokePark 2: Wonders Beyond,2011,Creatures Inc.,0.76,60.0,7.0,18.0,27.0
Pokemon Art Academy ,2014,Headstrong Games,0.49,76.0,7.7,22.0,19.0
Pokemon Battle Revolution,2006,Genius Sonority Inc.,1.58,53.0,6.7,34.0,106.0
Pokemon Channel,2003,Ambrella,0.38,55.0,6.0,21.0,22.0
Pokemon Conquest,2012,Koei,1.02,80.0,8.2,40.0,89.0
Pokemon Dash,2004,Ambrella,0.77,46.0,5.9,28.0,34.0
Pokemon Mystery Dungeon: Explorers of Sky,2009,ChunSoft,1.56,54.0,9.0,26.0,133.0
Pokemon Mystery Dungeon: Gates to Infinity,2012,"Nintendo, Spike Chunsoft",1.27,59.0,6.3,46.0,134.0
Pokemon Ranger,2006,HAL Labs,2.16,69.0,7.6,21.0,50.0
